"Notes"	"County"	"County Code"	"Year"	"Year Code"	Avg Daily Max Air Temperature (F)
	"Charlotte County, VA"	"51037"	"2008"	"2008"	68.77
	"Charlotte County, VA"	"51037"	"2009"	"2009"	67.13
	"Charlotte County, VA"	"51037"	"2010"	"2010"	68.00
	"Charlotte County, VA"	"51037"	"2011"	"2011"	71.80
"Total"	"Charlotte County, VA"	"51037"			69.08
	"Chesterfield County, VA"	"51041"	"2006"	"2006"	68.93
	"Chesterfield County, VA"	"51041"	"2007"	"2007"	69.10
	"Chesterfield County, VA"	"51041"	"2008"	"2008"	68.94
	"Chesterfield County, VA"	"51041"	"2009"	"2009"	67.66
	"Chesterfield County, VA"	"51041"	"2010"	"2010"	67.95
	"Chesterfield County, VA"	"51041"	"2011"	"2011"	70.54
"Total"	"Chesterfield County, VA"	"51041"			68.85
	"Clarke County, VA"	"51043"	"2006"	"2006"	64.69
	"Clarke County, VA"	"51043"	"2007"	"2007"	64.96
	"Clarke County, VA"	"51043"	"2008"	"2008"	63.62
	"Clarke County, VA"	"51043"	"2009"	"2009"	63.02
	"Clarke County, VA"	"51043"	"2010"	"2010"	64.22
	"Clarke County, VA"	"51043"	"2011"	"2011"	65.26
"Total"	"Clarke County, VA"	"51043"			64.30
	"Craig County, VA"	"51045"	"2006"	"2006"	62.33
	"Craig County, VA"	"51045"	"2007"	"2007"	62.98
	"Craig County, VA"	"51045"	"2008"	"2008"	61.94
	"Craig County, VA"	"51045"	"2009"	"2009"	60.08
	"Craig County, VA"	"51045"	"2010"	"2010"	61.38
	"Craig County, VA"	"51045"	"2011"	"2011"	64.17
"Total"	"Craig County, VA"	"51045"			62.15
	"Culpeper County, VA"	"51047"	"2006"	"2006"	66.67
	"Culpeper County, VA"	"51047"	"2007"	"2007"	67.07
	"Culpeper County, VA"	"51047"	"2008"	"2008"	66.07
	"Culpeper County, VA"	"51047"	"2009"	"2009"	65.17
	"Culpeper County, VA"	"51047"	"2010"	"2010"	65.96
	"Culpeper County, VA"	"51047"	"2011"	"2011"	67.74
"Total"	"Culpeper County, VA"	"51047"			66.45
	"Cumberland County, VA"	"51049"	"2006"	"2006"	69.00
	"Cumberland County, VA"	"51049"	"2007"	"2007"	69.19
	"Cumberland County, VA"	"51049"	"2008"	"2008"	68.77
	"Cumberland County, VA"	"51049"	"2009"	"2009"	67.24
	"Cumberland County, VA"	"51049"	"2010"	"2010"	67.92
	"Cumberland County, VA"	"51049"	"2011"	"2011"	71.06
"Total"	"Cumberland County, VA"	"51049"			68.86
	"Dickenson County, VA"	"51051"	"2006"	"2006"	63.66
	"Dickenson County, VA"	"51051"	"2007"	"2007"	65.64
	"Dickenson County, VA"	"51051"	"2008"	"2008"	63.03
	"Dickenson County, VA"	"51051"	"2009"	"2009"	61.26
	"Dickenson County, VA"	"51051"	"2010"	"2010"	62.06
	"Dickenson County, VA"	"51051"	"2011"	"2011"	64.02
"Total"	"Dickenson County, VA"	"51051"			63.28
	"Dinwiddie County, VA"	"51053"	"2006"	"2006"	69.17
	"Dinwiddie County, VA"	"51053"	"2007"	"2007"	69.60
	"Dinwiddie County, VA"	"51053"	"2008"	"2008"	69.29
	"Dinwiddie County, VA"	"51053"	"2009"	"2009"	68.11
	"Dinwiddie County, VA"	"51053"	"2010"	"2010"	68.46
	"Dinwiddie County, VA"	"51053"	"2011"	"2011"	71.28
"Total"	"Dinwiddie County, VA"	"51053"			69.32
	"Essex County, VA"	"51057"	"2006"	"2006"	67.93
	"Essex County, VA"	"51057"	"2007"	"2007"	68.18
	"Essex County, VA"	"51057"	"2008"	"2008"	67.69
	"Essex County, VA"	"51057"	"2009"	"2009"	66.49
	"Essex County, VA"	"51057"	"2010"	"2010"	66.91
	"Essex County, VA"	"51057"	"2011"	"2011"	68.75
"Total"	"Essex County, VA"	"51057"			67.66
	"Fairfax County, VA"	"51059"	"2006"	"2006"	65.96
	"Fairfax County, VA"	"51059"	"2007"	"2007"	66.28
	"Fairfax County, VA"	"51059"	"2008"	"2008"	65.24
	"Fairfax County, VA"	"51059"	"2009"	"2009"	64.17
	"Fairfax County, VA"	"51059"	"2010"	"2010"	65.24
	"Fairfax County, VA"	"51059"	"2011"	"2011"	66.63
"Total"	"Fairfax County, VA"	"51059"			65.59
	"Fauquier County, VA"	"51061"	"2006"	"2006"	65.90
	"Fauquier County, VA"	"51061"	"2007"	"2007"	66.30
	"Fauquier County, VA"	"51061"	"2008"	"2008"	65.21
	"Fauquier County, VA"	"51061"	"2009"	"2009"	64.36
	"Fauquier County, VA"	"51061"	"2010"	"2010"	65.19
	"Fauquier County, VA"	"51061"	"2011"	"2011"	66.79
"Total"	"Fauquier County, VA"	"51061"			65.62
	"Floyd County, VA"	"51063"	"2006"	"2006"	61.87
	"Floyd County, VA"	"51063"	"2007"	"2007"	62.81
	"Floyd County, VA"	"51063"	"2008"	"2008"	61.55
	"Floyd County, VA"	"51063"	"2009"	"2009"	60.05
	"Floyd County, VA"	"51063"	"2010"	"2010"	60.71
	"Floyd County, VA"	"51063"	"2011"	"2011"	63.79
"Total"	"Floyd County, VA"	"51063"			61.80
	"Fluvanna County, VA"	"51065"	"2006"	"2006"	68.38
	"Fluvanna County, VA"	"51065"	"2007"	"2007"	68.56
	"Fluvanna County, VA"	"51065"	"2008"	"2008"	68.17
	"Fluvanna County, VA"	"51065"	"2009"	"2009"	66.47
	"Fluvanna County, VA"	"51065"	"2010"	"2010"	67.28
	"Fluvanna County, VA"	"51065"	"2011"	"2011"	69.99
"Total"	"Fluvanna County, VA"	"51065"			68.14
	"Franklin County, VA"	"51067"	"2006"	"2006"	66.63
	"Franklin County, VA"	"51067"	"2007"	"2007"	67.55
	"Franklin County, VA"	"51067"	"2008"	"2008"	66.48
	"Franklin County, VA"	"51067"	"2009"	"2009"	64.66
	"Franklin County, VA"	"51067"	"2010"	"2010"	65.80
	"Franklin County, VA"	"51067"	"2011"	"2011"	69.00
"Total"	"Franklin County, VA"	"51067"			66.69
	"Frederick County, VA"	"51069"	"2006"	"2006"	63.75
	"Frederick County, VA"	"51069"	"2007"	"2007"	63.80
	"Frederick County, VA"	"51069"	"2008"	"2008"	62.27
	"Frederick County, VA"	"51069"	"2009"	"2009"	61.84
	"Frederick County, VA"	"51069"	"2010"	"2010"	63.41
	"Frederick County, VA"	"51069"	"2011"	"2011"	64.15
"Total"	"Frederick County, VA"	"51069"			63.20
	"Giles County, VA"	"51071"	"2006"	"2006"	61.71
	"Giles County, VA"	"51071"	"2007"	"2007"	62.71
	"Giles County, VA"	"51071"	"2008"	"2008"	61.08
	"Giles County, VA"	"51071"	"2009"	"2009"	59.40
	"Giles County, VA"	"51071"	"2010"	"2010"	60.36
	"Giles County, VA"	"51071"	"2011"	"2011"	63.18
"Total"	"Giles County, VA"	"51071"			61.41
	"Gloucester County, VA"	"51073"	"2006"	"2006"	67.81
	"Gloucester County, VA"	"51073"	"2007"	"2007"	67.92
	"Gloucester County, VA"	"51073"	"2008"	"2008"	67.97
	"Gloucester County, VA"	"51073"	"2009"	"2009"	66.48
	"Gloucester County, VA"	"51073"	"2010"	"2010"	66.80
	"Gloucester County, VA"	"51073"	"2011"	"2011"	68.65
"Total"	"Gloucester County, VA"	"51073"			67.61
	"Goochland County, VA"	"51075"	"2006"	"2006"	68.68
	"Goochland County, VA"	"51075"	"2007"	"2007"	68.84
	"Goochland County, VA"	"51075"	"2008"	"2008"	68.43
	"Goochland County, VA"	"51075"	"2009"	"2009"	67.08
	"Goochland County, VA"	"51075"	"2010"	"2010"	67.52
	"Goochland County, VA"	"51075"	"2011"	"2011"	70.00
"Total"	"Goochland County, VA"	"51075"			68.42
	"Grayson County, VA"	"51077"	"2006"	"2006"	59.97
	"Grayson County, VA"	"51077"	"2007"	"2007"	61.35
	"Grayson County, VA"	"51077"	"2008"	"2008"	59.63
	"Grayson County, VA"	"51077"	"2009"	"2009"	58.38
	"Grayson County, VA"	"51077"	"2010"	"2010"	58.39
	"Grayson County, VA"	"51077"	"2011"	"2011"	61.11
"Total"	"Grayson County, VA"	"51077"			59.81
	"Greene County, VA"	"51079"	"2006"	"2006"	62.80
	"Greene County, VA"	"51079"	"2007"	"2007"	62.96
	"Greene County, VA"	"51079"	"2008"	"2008"	62.34
	"Greene County, VA"	"51079"	"2009"	"2009"	61.16
	"Greene County, VA"	"51079"	"2010"	"2010"	62.19
	"Greene County, VA"	"51079"	"2011"	"2011"	64.24
"Total"	"Greene County, VA"	"51079"			62.62
	"Greensville County, VA"	"51081"	"2006"	"2006"	69.66
	"Greensville County, VA"	"51081"	"2007"	"2007"	71.06
	"Greensville County, VA"	"51081"	"2008"	"2008"	70.04
	"Greensville County, VA"	"51081"	"2009"	"2009"	69.16
	"Greensville County, VA"	"51081"	"2010"	"2010"	69.38
	"Greensville County, VA"	"51081"	"2011"	"2011"	71.90
"Total"	"Greensville County, VA"	"51081"			70.20
	"Halifax County, VA"	"51083"	"2006"	"2006"	69.55
	"Halifax County, VA"	"51083"	"2007"	"2007"	70.40
	"Halifax County, VA"	"51083"	"2008"	"2008"	69.26
	"Halifax County, VA"	"51083"	"2009"	"2009"	67.71
	"Halifax County, VA"	"51083"	"2010"	"2010"	68.33
	"Halifax County, VA"	"51083"	"2011"	"2011"	72.15
"Total"	"Halifax County, VA"	"51083"			69.57
	"Hanover County, VA"	"51085"	"2006"	"2006"	68.49
	"Hanover County, VA"	"51085"	"2007"	"2007"	68.68
	"Hanover County, VA"	"51085"	"2008"	"2008"	68.21
	"Hanover County, VA"	"51085"	"2009"	"2009"	67.00
	"Hanover County, VA"	"51085"	"2010"	"2010"	67.32
	"Hanover County, VA"	"51085"	"2011"	"2011"	69.62
"Total"	"Hanover County, VA"	"51085"			68.22
	"Henrico County, VA"	"51087"	"2006"	"2006"	68.88
	"Henrico County, VA"	"51087"	"2007"	"2007"	69.04
	"Henrico County, VA"	"51087"	"2008"	"2008"	68.81
	"Henrico County, VA"	"51087"	"2009"	"2009"	67.50
	"Henrico County, VA"	"51087"	"2010"	"2010"	67.80
	"Henrico County, VA"	"51087"	"2011"	"2011"	70.26
"Total"	"Henrico County, VA"	"51087"			68.72
	"Henry County, VA"	"51089"	"2006"	"2006"	67.98
	"Henry County, VA"	"51089"	"2007"	"2007"	69.02
	"Henry County, VA"	"51089"	"2008"	"2008"	67.72
	"Henry County, VA"	"51089"	"2009"	"2009"	66.16
	"Henry County, VA"	"51089"	"2010"	"2010"	66.83
	"Henry County, VA"	"51089"	"2011"	"2011"	70.23
"Total"	"Henry County, VA"	"51089"			67.99
	"Highland County, VA"	"51091"	"2006"	"2006"	57.88
	"Highland County, VA"	"51091"	"2007"	"2007"	58.13
	"Highland County, VA"	"51091"	"2008"	"2008"	57.16
	"Highland County, VA"	"51091"	"2009"	"2009"	56.36
	"Highland County, VA"	"51091"	"2010"	"2010"	58.35
	"Highland County, VA"	"51091"	"2011"	"2011"	60.14
"Total"	"Highland County, VA"	"51091"			58.00
	"Isle of Wight County, VA"	"51093"	"2006"	"2006"	69.19
	"Isle of Wight County, VA"	"51093"	"2007"	"2007"	70.09
	"Isle of Wight County, VA"	"51093"	"2008"	"2008"	69.82
	"Isle of Wight County, VA"	"51093"	"2009"	"2009"	68.35
	"Isle of Wight County, VA"	"51093"	"2010"	"2010"	68.54
	"Isle of Wight County, VA"	"51093"	"2011"	"2011"	70.43
"Total"	"Isle of Wight County, VA"	"51093"			69.40
	"James City County, VA"	"51095"	"2006"	"2006"	68.66
	"James City County, VA"	"51095"	"2007"	"2007"	68.73
	"James City County, VA"	"51095"	"2008"	"2008"	68.92
	"James City County, VA"	"51095"	"2009"	"2009"	67.39
	"James City County, VA"	"51095"	"2010"	"2010"	67.60
	"James City County, VA"	"51095"	"2011"	"2011"	69.76
"Total"	"James City County, VA"	"51095"			68.51
	"King and Queen County, VA"	"51097"	"2006"	"2006"	68.17
	"King and Queen County, VA"	"51097"	"2007"	"2007"	68.32
	"King and Queen County, VA"	"51097"	"2008"	"2008"	68.09
	"King and Queen County, VA"	"51097"	"2009"	"2009"	66.72
	"King and Queen County, VA"	"51097"	"2010"	"2010"	67.04
	"King and Queen County, VA"	"51097"	"2011"	"2011"	69.05
"Total"	"King and Queen County, VA"	"51097"			67.90
	"King George County, VA"	"51099"	"2006"	"2006"	67.52
	"King George County, VA"	"51099"	"2007"	"2007"	67.86
	"King George County, VA"	"51099"	"2008"	"2008"	67.00
	"King George County, VA"	"51099"	"2009"	"2009"	65.96
	"King George County, VA"	"51099"	"2010"	"2010"	66.67
	"King George County, VA"	"51099"	"2011"	"2011"	68.30
"Total"	"King George County, VA"	"51099"			67.22
	"King William County, VA"	"51101"	"2006"	"2006"	68.52
	"King William County, VA"	"51101"	"2007"	"2007"	68.66
	"King William County, VA"	"51101"	"2008"	"2008"	68.43
	"King William County, VA"	"51101"	"2009"	"2009"	67.09
	"King William County, VA"	"51101"	"2010"	"2010"	67.36
	"King William County, VA"	"51101"	"2011"	"2011"	69.52
"Total"	"King William County, VA"	"51101"			68.26
	"Lancaster County, VA"	"51103"	"2006"	"2006"	64.86
	"Lancaster County, VA"	"51103"	"2007"	"2007"	64.82
	"Lancaster County, VA"	"51103"	"2008"	"2008"	64.64
	"Lancaster County, VA"	"51103"	"2009"	"2009"	63.43
	"Lancaster County, VA"	"51103"	"2010"	"2010"	63.75
	"Lancaster County, VA"	"51103"	"2011"	"2011"	65.13
"Total"	"Lancaster County, VA"	"51103"			64.44
	"Lee County, VA"	"51105"	"2006"	"2006"	64.20
	"Lee County, VA"	"51105"	"2007"	"2007"	66.37
	"Lee County, VA"	"51105"	"2008"	"2008"	63.87
	"Lee County, VA"	"51105"	"2009"	"2009"	61.88
	"Lee County, VA"	"51105"	"2010"	"2010"	62.33
	"Lee County, VA"	"51105"	"2011"	"2011"	64.36
"Total"	"Lee County, VA"	"51105"			63.84
	"Loudoun County, VA"	"51107"	"2006"	"2006"	65.07
	"Loudoun County, VA"	"51107"	"2007"	"2007"	65.33
	"Loudoun County, VA"	"51107"	"2008"	"2008"	64.19
	"Loudoun County, VA"	"51107"	"2009"	"2009"	63.29
	"Loudoun County, VA"	"51107"	"2010"	"2010"	64.45
	"Loudoun County, VA"	"51107"	"2011"	"2011"	65.66
"Total"	"Loudoun County, VA"	"51107"			64.66
	"Louisa County, VA"	"51109"	"2006"	"2006"	67.99
	"Louisa County, VA"	"51109"	"2007"	"2007"	68.22
	"Louisa County, VA"	"51109"	"2008"	"2008"	67.64
	"Louisa County, VA"	"51109"	"2009"	"2009"	66.36
	"Louisa County, VA"	"51109"	"2010"	"2010"	66.84
	"Louisa County, VA"	"51109"	"2011"	"2011"	69.13
"Total"	"Louisa County, VA"	"51109"			67.70
	"Lunenburg County, VA"	"51111"	"2006"	"2006"	69.13
	"Lunenburg County, VA"	"51111"	"2007"	"2007"	69.90
	"Lunenburg County, VA"	"51111"	"2008"	"2008"	68.95
	"Lunenburg County, VA"	"51111"	"2009"	"2009"	67.66
	"Lunenburg County, VA"	"51111"	"2010"	"2010"	68.42
	"Lunenburg County, VA"	"51111"	"2011"	"2011"	71.86
"Total"	"Lunenburg County, VA"	"51111"			69.32
	"Madison County, VA"	"51113"	"2006"	"2006"	65.09
	"Madison County, VA"	"51113"	"2007"	"2007"	65.30
	"Madison County, VA"	"51113"	"2008"	"2008"	64.47
	"Madison County, VA"	"51113"	"2009"	"2009"	63.53
	"Madison County, VA"	"51113"	"2010"	"2010"	64.38
	"Madison County, VA"	"51113"	"2011"	"2011"	66.31
"Total"	"Madison County, VA"	"51113"			64.85
	"Mathews County, VA"	"51115"	"2006"	"2006"	65.45
	"Mathews County, VA"	"51115"	"2007"	"2007"	65.58
	"Mathews County, VA"	"51115"	"2008"	"2008"	65.38
	"Mathews County, VA"	"51115"	"2009"	"2009"	64.19
	"Mathews County, VA"	"51115"	"2010"	"2010"	64.51
	"Mathews County, VA"	"51115"	"2011"	"2011"	65.93
"Total"	"Mathews County, VA"	"51115"			65.17
	"Mecklenburg County, VA"	"51117"	"2006"	"2006"	69.80
	"Mecklenburg County, VA"	"51117"	"2007"	"2007"	70.94
	"Mecklenburg County, VA"	"51117"	"2008"	"2008"	69.78
	"Mecklenburg County, VA"	"51117"	"2009"	"2009"	68.53
	"Mecklenburg County, VA"	"51117"	"2010"	"2010"	69.16
	"Mecklenburg County, VA"	"51117"	"2011"	"2011"	72.61
"Total"	"Mecklenburg County, VA"	"51117"			70.14
	"Middlesex County, VA"	"51119"	"2006"	"2006"	67.31
	"Middlesex County, VA"	"51119"	"2007"	"2007"	67.35
	"Middlesex County, VA"	"51119"	"2008"	"2008"	67.38
	"Middlesex County, VA"	"51119"	"2009"	"2009"	65.90
	"Middlesex County, VA"	"51119"	"2010"	"2010"	66.22
	"Middlesex County, VA"	"51119"	"2011"	"2011"	68.02
"Total"	"Middlesex County, VA"	"51119"			67.03
	"Montgomery County, VA"	"51121"	"2006"	"2006"	63.16
	"Montgomery County, VA"	"51121"	"2007"	"2007"	64.08
	"Montgomery County, VA"	"51121"	"2008"	"2008"	62.74
	"Montgomery County, VA"	"51121"	"2009"	"2009"	61.09
	"Montgomery County, VA"	"51121"	"2010"	"2010"	61.98
	"Montgomery County, VA"	"51121"	"2011"	"2011"	64.99
"Total"	"Montgomery County, VA"	"51121"			63.00
	"Nelson County, VA"	"51125"	"2006"	"2006"	65.77
	"Nelson County, VA"	"51125"	"2007"	"2007"	66.14
	"Nelson County, VA"	"51125"	"2008"	"2008"	65.82
	"Nelson County, VA"	"51125"	"2009"	"2009"	63.79
	"Nelson County, VA"	"51125"	"2010"	"2010"	65.09
	"Nelson County, VA"	"51125"	"2011"	"2011"	68.14
"Total"	"Nelson County, VA"	"51125"			65.79
	"New Kent County, VA"	"51127"	"2006"	"2006"	68.85
	"New Kent County, VA"	"51127"	"2007"	"2007"	68.98
	"New Kent County, VA"	"51127"	"2008"	"2008"	68.97
	"New Kent County, VA"	"51127"	"2009"	"2009"	67.54
	"New Kent County, VA"	"51127"	"2010"	"2010"	67.79
	"New Kent County, VA"	"51127"	"2011"	"2011"	70.11
"Total"	"New Kent County, VA"	"51127"			68.71
	"Northampton County, VA"	"51131"	"2006"	"2006"	62.74
	"Northampton County, VA"	"51131"	"2007"	"2007"	63.11
	"Northampton County, VA"	"51131"	"2008"	"2008"	62.34
	"Northampton County, VA"	"51131"	"2009"	"2009"	61.65
	"Northampton County, VA"	"51131"	"2010"	"2010"	61.69
	"Northampton County, VA"	"51131"	"2011"	"2011"	62.66
"Total"	"Northampton County, VA"	"51131"			62.36
	"Northumberland County, VA"	"51133"	"2006"	"2006"	63.70
	"Northumberland County, VA"	"51133"	"2007"	"2007"	63.58
	"Northumberland County, VA"	"51133"	"2008"	"2008"	63.32
	"Northumberland County, VA"	"51133"	"2009"	"2009"	62.26
	"Northumberland County, VA"	"51133"	"2010"	"2010"	62.58
	"Northumberland County, VA"	"51133"	"2011"	"2011"	63.73
"Total"	"Northumberland County, VA"	"51133"			63.19
	"Nottoway County, VA"	"51135"	"2006"	"2006"	69.08
	"Nottoway County, VA"	"51135"	"2007"	"2007"	69.53
	"Nottoway County, VA"	"51135"	"2008"	"2008"	68.89
	"Nottoway County, VA"	"51135"	"2009"	"2009"	67.64
	"Nottoway County, VA"	"51135"	"2010"	"2010"	68.29
	"Nottoway County, VA"	"51135"	"2011"	"2011"	71.55
"Total"	"Nottoway County, VA"	"51135"			69.16
	"Orange County, VA"	"51137"	"2006"	"2006"	67.24
	"Orange County, VA"	"51137"	"2007"	"2007"	67.53
	"Orange County, VA"	"51137"	"2008"	"2008"	66.77
	"Orange County, VA"	"51137"	"2009"	"2009"	65.60
	"Orange County, VA"	"51137"	"2010"	"2010"	66.28
	"Orange County, VA"	"51137"	"2011"	"2011"	68.43
"Total"	"Orange County, VA"	"51137"			66.97
	"Page County, VA"	"51139"	"2006"	"2006"	62.99
	"Page County, VA"	"51139"	"2007"	"2007"	63.16
	"Page County, VA"	"51139"	"2008"	"2008"	62.28
	"Page County, VA"	"51139"	"2009"	"2009"	61.34
	"Page County, VA"	"51139"	"2010"	"2010"	62.36
	"Page County, VA"	"51139"	"2011"	"2011"	64.20
"Total"	"Page County, VA"	"51139"			62.72
	"Patrick County, VA"	"51141"	"2006"	"2006"	65.50
	"Patrick County, VA"	"51141"	"2007"	"2007"	66.47
	"Patrick County, VA"	"51141"	"2008"	"2008"	65.17
	"Patrick County, VA"	"51141"	"2009"	"2009"	63.79
	"Patrick County, VA"	"51141"	"2010"	"2010"	64.30
	"Patrick County, VA"	"51141"	"2011"	"2011"	67.42
"Total"	"Patrick County, VA"	"51141"			65.44
	"Pittsylvania County, VA"	"51143"	"2006"	"2006"	68.68
	"Pittsylvania County, VA"	"51143"	"2007"	"2007"	69.54
	"Pittsylvania County, VA"	"51143"	"2008"	"2008"	68.39
	"Pittsylvania County, VA"	"51143"	"2009"	"2009"	66.72
	"Pittsylvania County, VA"	"51143"	"2010"	"2010"	67.37
	"Pittsylvania County, VA"	"51143"	"2011"	"2011"	71.03
"Total"	"Pittsylvania County, VA"	"51143"			68.62
	"Powhatan County, VA"	"51145"	"2006"	"2006"	68.81
	"Powhatan County, VA"	"51145"	"2007"	"2007"	68.98
	"Powhatan County, VA"	"51145"	"2008"	"2008"	68.61
	"Powhatan County, VA"	"51145"	"2009"	"2009"	67.28
	"Powhatan County, VA"	"51145"	"2010"	"2010"	67.72
	"Powhatan County, VA"	"51145"	"2011"	"2011"	70.44
"Total"	"Powhatan County, VA"	"51145"			68.64
	"Prince Edward County, VA"	"51147"	"2006"	"2006"	69.00
	"Prince Edward County, VA"	"51147"	"2007"	"2007"	69.30
	"Prince Edward County, VA"	"51147"	"2008"	"2008"	68.66
	"Prince Edward County, VA"	"51147"	"2009"	"2009"	67.15
	"Prince Edward County, VA"	"51147"	"2010"	"2010"	67.91
	"Prince Edward County, VA"	"51147"	"2011"	"2011"	71.55
"Total"	"Prince Edward County, VA"	"51147"			68.93
	"Prince George County, VA"	"51149"	"2006"	"2006"	69.33
	"Prince George County, VA"	"51149"	"2007"	"2007"	69.57
	"Prince George County, VA"	"51149"	"2008"	"2008"	69.65
	"Prince George County, VA"	"51149"	"2009"	"2009"	68.34
	"Prince George County, VA"	"51149"	"2010"	"2010"	68.48
	"Prince George County, VA"	"51149"	"2011"	"2011"	70.94
"Total"	"Prince George County, VA"	"51149"			69.38
	"Prince William County, VA"	"51153"	"2006"	"2006"	66.34
	"Prince William County, VA"	"51153"	"2007"	"2007"	66.68
	"Prince William County, VA"	"51153"	"2008"	"2008"	65.66
	"Prince William County, VA"	"51153"	"2009"	"2009"	64.66
	"Prince William County, VA"	"51153"	"2010"	"2010"	65.55
	"Prince William County, VA"	"51153"	"2011"	"2011"	67.12
"Total"	"Prince William County, VA"	"51153"			66.00
	"Pulaski County, VA"	"51155"	"2006"	"2006"	63.37
	"Pulaski County, VA"	"51155"	"2007"	"2007"	64.43
	"Pulaski County, VA"	"51155"	"2008"	"2008"	62.90
	"Pulaski County, VA"	"51155"	"2009"	"2009"	61.33
	"Pulaski County, VA"	"51155"	"2010"	"2010"	62.00
	"Pulaski County, VA"	"51155"	"2011"	"2011"	65.03
"Total"	"Pulaski County, VA"	"51155"			63.18
	"Rappahannock County, VA"	"51157"	"2006"	"2006"	64.19
	"Rappahannock County, VA"	"51157"	"2007"	"2007"	64.51
	"Rappahannock County, VA"	"51157"	"2008"	"2008"	63.40
	"Rappahannock County, VA"	"51157"	"2009"	"2009"	62.67
	"Rappahannock County, VA"	"51157"	"2010"	"2010"	63.55
	"Rappahannock County, VA"	"51157"	"2011"	"2011"	65.13
"Total"	"Rappahannock County, VA"	"51157"			63.91
	"Richmond County, VA"	"51159"	"2006"	"2006"	67.28
	"Richmond County, VA"	"51159"	"2007"	"2007"	67.46
	"Richmond County, VA"	"51159"	"2008"	"2008"	67.04
	"Richmond County, VA"	"51159"	"2009"	"2009"	65.86
	"Richmond County, VA"	"51159"	"2010"	"2010"	66.26
	"Richmond County, VA"	"51159"	"2011"	"2011"	68.00
"Total"	"Richmond County, VA"	"51159"			66.99
	"Roanoke County, VA"	"51161"	"2006"	"2006"	64.62
	"Roanoke County, VA"	"51161"	"2007"	"2007"	65.40
	"Roanoke County, VA"	"51161"	"2008"	"2008"	64.34
	"Roanoke County, VA"	"51161"	"2009"	"2009"	62.56
	"Roanoke County, VA"	"51161"	"2010"	"2010"	63.74
	"Roanoke County, VA"	"51161"	"2011"	"2011"	66.77
"Total"	"Roanoke County, VA"	"51161"			64.57
	"Rockbridge County, VA"	"51163"	"2006"	"2006"	63.17
	"Rockbridge County, VA"	"51163"	"2007"	"2007"	63.52
	"Rockbridge County, VA"	"51163"	"2008"	"2008"	63.17
	"Rockbridge County, VA"	"51163"	"2009"	"2009"	61.42
	"Rockbridge County, VA"	"51163"	"2010"	"2010"	63.09
	"Rockbridge County, VA"	"51163"	"2011"	"2011"	65.80
"Total"	"Rockbridge County, VA"	"51163"			63.36
	"Rockingham County, VA"	"51165"	"2006"	"2006"	62.66
	"Rockingham County, VA"	"51165"	"2007"	"2007"	62.82
	"Rockingham County, VA"	"51165"	"2008"	"2008"	62.12
	"Rockingham County, VA"	"51165"	"2009"	"2009"	60.95
	"Rockingham County, VA"	"51165"	"2010"	"2010"	62.16
	"Rockingham County, VA"	"51165"	"2011"	"2011"	64.09
"Total"	"Rockingham County, VA"	"51165"			62.47
	"Russell County, VA"	"51167"	"2006"	"2006"	63.03
	"Russell County, VA"	"51167"	"2007"	"2007"	64.97
	"Russell County, VA"	"51167"	"2008"	"2008"	62.64
	"Russell County, VA"	"51167"	"2009"	"2009"	60.91
	"Russell County, VA"	"51167"	"2010"	"2010"	61.50
	"Russell County, VA"	"51167"	"2011"	"2011"	63.94
"Total"	"Russell County, VA"	"51167"			62.83
	"Scott County, VA"	"51169"	"2006"	"2006"	64.54
	"Scott County, VA"	"51169"	"2007"	"2007"	66.83
	"Scott County, VA"	"51169"	"2008"	"2008"	64.32
	"Scott County, VA"	"51169"	"2009"	"2009"	62.31
	"Scott County, VA"	"51169"	"2010"	"2010"	62.91
	"Scott County, VA"	"51169"	"2011"	"2011"	65.09
"Total"	"Scott County, VA"	"51169"			64.33
	"Shenandoah County, VA"	"51171"	"2006"	"2006"	63.51
	"Shenandoah County, VA"	"51171"	"2007"	"2007"	63.66
	"Shenandoah County, VA"	"51171"	"2008"	"2008"	62.50
	"Shenandoah County, VA"	"51171"	"2009"	"2009"	61.78
	"Shenandoah County, VA"	"51171"	"2010"	"2010"	62.94
	"Shenandoah County, VA"	"51171"	"2011"	"2011"	64.47
"Total"	"Shenandoah County, VA"	"51171"			63.14
	"Smyth County, VA"	"51173"	"2006"	"2006"	60.69
	"Smyth County, VA"	"51173"	"2007"	"2007"	62.39
	"Smyth County, VA"	"51173"	"2008"	"2008"	60.41
	"Smyth County, VA"	"51173"	"2009"	"2009"	59.05
	"Smyth County, VA"	"51173"	"2010"	"2010"	59.27
	"Smyth County, VA"	"51173"	"2011"	"2011"	62.03
"Total"	"Smyth County, VA"	"51173"			60.64
	"Southampton County, VA"	"51175"	"2006"	"2006"	69.66
	"Southampton County, VA"	"51175"	"2007"	"2007"	70.93
	"Southampton County, VA"	"51175"	"2008"	"2008"	70.41
	"Southampton County, VA"	"51175"	"2009"	"2009"	69.27
	"Southampton County, VA"	"51175"	"2010"	"2010"	69.27
	"Southampton County, VA"	"51175"	"2011"	"2011"	71.26
"Total"	"Southampton County, VA"	"51175"			70.13
	"Spotsylvania County, VA"	"51177"	"2006"	"2006"	67.59
	"Spotsylvania County, VA"	"51177"	"2007"	"2007"	67.91
	"Spotsylvania County, VA"	"51177"	"2008"	"2008"	67.05
